"name","id","desc"
"hdeB","b3509","acid-resistance protein"
"hdeD","b3511","acid-resistance membrane protein"
"hdfR","b4480","DNA-binding transcriptional regulator"
"hdhA","b1619","7-alpha-hydroxysteroid dehydrogenase, NAD-dependent (EC:1.1.1.159); K00076 7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]"
"helD","b0962","DNA helicase IV (EC:3.6.1.-); K03658 DNA helicase IV [EC:3.6.4.12]"
"hemA","b1210","glutamyl tRNA reductase (EC:1.2.1.-); K02492 glutamyl-tRNA reductase [EC:1.2.1.70]"
"hemB","b0369","5-aminolevulinate dehydratase (porphobilinogen synthase) (EC:4.2.1.24); K01698 porphobilinogen synthase [EC:4.2.1.24]"
"hemC","b3805","hydroxymethylbilane synthase (EC:2.5.1.61); K01749 hydroxymethylbilane synthase [EC:2.5.1.61]"
"hemD","b3804","uroporphyrinogen III synthase (EC:4.2.1.75); K01719 uroporphyrinogen-III synthase [EC:4.2.1.75]"
"hemE","b3997","uroporphyrinogen decarboxylase (EC:4.1.1.37); K01599 uroporphyrinogen decarboxylase [EC:4.1.1.37]"
"hemF","b2436","coproporphyrinogen III oxidase (EC:1.3.3.3); K00228 coproporphyrinogen III oxidase [EC:1.3.3.3]"
"hemG","b3850","protoporphyrin oxidase, flavoprotein (EC:1.3.3.4); K00230 menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]"
"hemH","b0475","ferrochelatase (EC:4.99.1.1); K01772 ferrochelatase [EC:4.99.1.1]"
"hemL","b0154","glutamate-1-semialdehyde aminotransferase (aminomutase) (EC:5.4.3.8); K01845 glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]"
"hemN","b3867","coproporphyrinogen III oxidase, SAM and NAD(P)H dependent, oxygen-independent (EC:1.3.99.22); K02495 oxygen-independent coproporphyrinogen III oxidase [EC:1.3.99.22]"
"hemX","b3803","predicted uroporphyrinogen III methyltransferase (EC:2.1.1.107); K02496 uroporphyrin-III C-methyltransferase [EC:2.1.1.107]"
"hemY","b3802","predicted protoheme IX synthesis protein; K02498 HemY protein"
"hflC","b4175","modulator for HflB protease specific for phage lambda cII repressor; K04087 membrane protease subunit HflC [EC:3.4.-.-]"
"hflD","b1132","predicted lysogenization regulator; K07153 high frequency lysogenization protein"
"hflK","b4174","modulator for HflB protease specific for phage lambda cII repressor; K04088 membrane protease subunit HflK [EC:3.4.-.-]"
"hflX","b4173","GTPase, stimulated by 50S subunit binding; K03665 GTP-binding protein HflX"
"hfq","b4172","global sRNA chaperone; HF-I, host factor for RNA phage Q beta replication; K03666 host factor-I protein"
"hha","b0460","modulator of gene expression, with H-NS; K05839 haemolysin expression modulating protein"
"hicA","b4532","mRNA interferase toxin of the HicAB toxin-antitoxin system"
"hicB","b1438","antitoxin for the HicAB toxin-antitoxin system"
"higA","b3082","antitoxinof the HigB-HigA toxin-antitoxin system"
"higB","b3083","mRNA interferase toxin of the HigB-HigA toxin-antitoxin system"
"hinT","b1103","purine nucleoside phosphoramidase, dadA activator protein; K02503 histidine triad (HIT) family protein"
"hipA","b1507","EF-Tu kinase; serine protein kinase required for persister formation; toxin of HipAB TA pair; K07154 serine/threonine-protein kinase HipA [EC:2.7.11.1]"
"hipB","b1508","antitoxin of HipAB toxin-antitoxin system; K15773 HTH-type transcriptional regulator, antitoxin HipB"
"hisA","b2024","N-(5'-phospho-L-ribosyl-formimino)-5-amino-1-(5'-phosphoribosyl)-4-imidazolecarboxamide isomerase (EC:5.3.1.16); K01814 phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]"
"hisB","b2022","fused histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase (EC:3.1.3.15 4.2.1.19); K01089 imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase [EC:4.2.1.19 3.1.3.15]"
"hisC","b2021","histidinol-phosphate aminotransferase (EC:2.6.1.9); K00817 histidinol-phosphate aminotransferase [EC:2.6.1.9]"
"hisD","b2020","bifunctional histidinal dehydrogenase/histidinol dehydrogenase (EC:1.1.1.23); K00013 histidinol dehydrogenase [EC:1.1.1.23]"
"hisF","b2025","imidazole glycerol phosphate synthase, catalytic subunit with HisH (EC:2.4.2.-); K02500 cyclase [EC:4.1.3.-]"
"hisG","b2019","ATP phosphoribosyltransferase (EC:2.4.2.17); K00765 ATP phosphoribosyltransferase [EC:2.4.2.17]"
"hisH","b2023","imidazole glycerol phosphate synthase, glutamine amidotransferase subunit with HisF (EC:2.4.2.-); K02501 glutamine amidotransferase [EC:2.4.2.-]"
"hisI","b2026","fused phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase (EC:3.5.4.19 3.6.1.31); K11755 phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase [EC:3.6.1.31 3.5.4.19]"
"hisJ","b2309","histidine/lysine/arginine/ornithine transporter subunit; K10014 histidine transport system substrate-binding protein"
"hisL","b2018","his operon leader peptide"
"hisM","b2307","histidine/lysine/arginine/ornithine transporter subunit; K10015 histidine transport system permease protein"
"hisP","b2306","histidine/lysine/arginine/ornithine transporter subunit; K10017 histidine transport system ATP-binding protein [EC:3.6.3.21]"
"hisQ","b2308","histidine/lysine/arginine/ornithine transporter permease subunit; K10016 histidine transport system permease protein"
"hisR","b3797","tRNA-His; K14226 tRNA His"
"hisS","b2514","histidyl tRNA synthetase (EC:6.1.1.21); K01892 histidyl-tRNA synthetase [EC:6.1.1.21]"
"hiuH","b1970","hydroxyisourate hydrolase; K07127 5-hydroxyisourate hydrolase [EC:3.5.2.17]"
"hlyE","b1182","hemolysin E; K11139 hemolysin E"
"hmp","b2552","fused nitric oxide dioxygenase/dihydropteridine reductase 2 (EC:1.14.12.1 1.5.1.34); K05916 nitric oxide dioxygenase [EC:1.14.12.17]"
"hns","b1237","global DNA-binding transcriptional dual regulator H-NS; K03746 DNA-binding protein H-NS"
"hofB","b0107","conserved protein with nucleoside triphosphate hydrolase domain; K02504 protein transport protein HofB"
"hofC","b0106","assembly protein in type IV pilin biogenesis, transmembrane protein; K02505 protein transport protein HofC"
"hofM","b3395","protein required for the utilization of DNA as a carbon source, pilus assembly protein homolog; K12288 pilus assembly protein HofM"
"hofN","b3394","protein required for the utilization of DNA as a carbon source; fimbrial assembly protein homolog; K12289 pilus assembly protein HofN"
"hofO","b3393","protein required for the utilization of DNA as a carbon source; K12290 pilus assembly protein HofO"
"hofP","b3392","protein required for the utilization of DNA as a carbon source; K12291 pilus assembly protein HofP"
"hofQ","b3391","protein required for the utilization of DNA as a carbon source; fimbrial transporter homolog; K02507 protein transport protein HofQ"
"hokA","b4455","toxic polypeptide, small"
"hokB","b4428","toxic polypeptide, small"
"hokC","NA","NA"
"hokD","b1562","Qin prophage; small toxic polypeptide"
"hokE","NA","NA"
"holA","b0640","DNA polymerase III, delta subunit (EC:2.7.7.7); K02340 DNA polymerase III subunit delta [EC:2.7.7.7]"
"holB","b1099","DNA polymerase III, delta prime subunit (EC:2.7.7.7); K02341 DNA polymerase III subunit delta' [EC:2.7.7.7]"
"holC","b4259","DNA polymerase III, chi subunit (EC:2.7.7.7); K02339 DNA polymerase III subunit chi [EC:2.7.7.7]"
"holD","b4372","DNA polymerase III, psi subunit (EC:2.7.7.7); K02344 DNA polymerase III subunit psi [EC:2.7.7.7]"
"holE","b1842","DNA polymerase III, theta subunit (EC:2.7.7.7); K02345 DNA polymerase III subunit theta [EC:2.7.7.7]"
"hpf","b3203","ribosome hibernation promoting factor HPF; stabilizes 70S dimers (100S); K05808 putative sigma-54 modulation protein"
"hpt","b0125","hypoxanthine phosphoribosyltransferase (EC:2.4.2.8); K00760 hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]"
"hrpA","b1413","predicted ATP-dependent helicase; K03578 ATP-dependent helicase HrpA [EC:3.6.4.13]"
"hrpB","b0148","predicted ATP-dependent helicase; K03579 ATP-dependent helicase HrpB [EC:3.6.4.13]"
"hscA","b2526","DnaK-like molecular chaperone specific for IscU; K04044 molecular chaperone HscA"
"hscB","b2527","DnaJ-like molecular chaperone specific for IscU; K04082 molecular chaperone HscB"
"hscC","b0650","Hsp70 family chaperone Hsc62, binds to RpoD and inhibits transcription; K04045 molecular chaperone HscC"
"hsdM","NA","NA"
"hsdR","NA","NA"
"hsdS","b4348","specificity determinant for hsdM and hsdR; K01154 type I restriction enzyme, S subunit [EC:3.1.21.3]"
"hslJ","b1379","heat-inducible lipoprotein involved in novobiocin resistance; K03668 heat shock protein HslJ"
"hslO","b3401","heat shock protein Hsp33; K04083 molecular chaperone Hsp33"
"hslR","b3400","ribosome-associated heat shock protein Hsp15; K04762 ribosome-associated heat shock protein Hsp15"
"hslU","b3931","molecular chaperone and ATPase component of HslUV protease; K03667 ATP-dependent HslUV protease ATP-binding subunit HslU"
"hslV","b3932","peptidase component of the HslUV protease (EC:3.4.25.-); K01419 ATP-dependent HslUV protease, peptidase subunit HslV [EC:3.4.25.2]"
"hspQ","b0966","heat shock protein involved in degradation of mutant DnaA; hemimethylated oriC DNA-binding protein; K11940 heat shock protein HspQ"
"hsrA","b3754","predicted multidrug or homocysteine efflux system"
"htpG","b0473","protein refolding molecular co-chaperone Hsp90, Hsp70-dependent; heat-shock protein; ATPase; K04079 molecular chaperone HtpG"
"htpX","NA","NA"
"htrE","b0139","predicted outer membrane usher protein; K07347 outer membrane usher protein"
"hupA","b4000","HU, DNA-binding transcriptional regulator, alpha subunit; K05787 DNA-binding protein HU-alpha"
"hupB","b0440","HU, DNA-binding transcriptional regulator, beta subunit; K03530 DNA-binding protein HU-beta"
"hyaA","b0972","hydrogenase 1, small subunit (EC:1.12.99.6); K06282 hydrogenase small subunit [EC:1.12.99.6]"
"hyaB","b0973","hydrogenase 1, large subunit (EC:1.12.99.6); K06281 hydrogenase large subunit [EC:1.12.99.6]"
"hyaC","b0974","hydrogenase 1, b-type cytochrome subunit; K03620 Ni/Fe-hydrogenase 1 B-type cytochrome subunit"
"hyaD","b0975","hydrogenase 1 maturation protease; K03605 hydrogenase maturation protease [EC:3.4.23.-]"
"hyaE","b0976","probable HyaA chaperone; K03619 hydrogenase-1 operon protein HyaE"
"hyaF","b0977","protein involved in nickel incorporation into hydrogenase-1 proteins; K03618 hydrogenase-1 operon protein HyaF"
"hybA","b2996","hydrogenase 2 4Fe-4S ferredoxin-type component"
"hybB","b2995","predicted hydrogenase 2 cytochrome b type component"
"hybC","b2994","hydrogenase 2, large subunit (EC:1.12.99.6); K06281 hydrogenase large subunit [EC:1.12.99.6]"
"hybD","b2993","maturation protease for hydrogenase 2; K03605 hydrogenase maturation protease [EC:3.4.23.-]"
"hybE","b2992","hydrogenase 2-specific chaperone"
"hybF","b2991","protein involved with the maturation of hydrogenases 1 and 2; K04651 hydrogenase nickel incorporation protein HypA/HybF"
"hybG","b2990","hydrogenase 2 accessory protein; K04653 hydrogenase expression/formation protein HypC"
"hybO","b2997","hydrogenase 2, small subunit (EC:1.12.99.6); K06282 hydrogenase small subunit [EC:1.12.99.6]"
"hycA","b2725","regulator of the transcriptional regulator FhlA; K15833 formate hydrogenlyase regulatory protein HycA"
"hycB","b2724","hydrogenase 3, Fe-S subunit (EC:1.12.7.2); K15827 formate hydrogenlyase subunit 2"
"hycC","b2723","hydrogenase 3, membrane subunit; K15828 formate hydrogenlyase subunit 3"
"hycD","b2722","hydrogenase 3, membrane subunit; K15829 formate hydrogenlyase subunit 4"
"hycE","b2721","hydrogenase 3, large subunit (EC:1.12.7.2); K15830 formate hydrogenlyase subunit 5"
"hycF","b2720","formate hydrogenlyase complex iron-sulfur protein (EC:1.12.7.2); K15831 formate hydrogenlyase subunit 6"
"hycG","b2719","hydrogenase 3 and formate hydrogenase complex, HycG subunit (EC:1.12.7.2); K15832 formate hydrogenlyase subunit 7"
"hycH","b2718","protein required for maturation of hydrogenase 3; K15834 formate hydrogenlyase maturation protein HycH"
"hycI","b2717","protease involved in processing C-terminal end of HycE (EC:3.4.-.-); K08315 hydrogenase 3 maturation protease [EC:3.4.23.51]"
"hydN","b2713","formate dehydrogenase-H, [4Fe-4S] ferredoxin subunit; K05796 electron transport protein HydN"
"hyfA","b2481","hydrogenase 4, 4Fe-4S subunit (EC:1.-.-.-); K12136 hydrogenase-4 component A [EC:1.-.-.-]"
"hyfB","b2482","hydrogenase 4, membrane subunit; K12137 hydrogenase-4 component B [EC:1.-.-.-]"
"hyfC","b2483","hydrogenase 4, membrane subunit; K12138 hydrogenase-4 component C [EC:1.-.-.-]"
"hyfD","b2484","hydrogenase 4, membrane subunit; K12139 hydrogenase-4 component D [EC:1.-.-.-]"
"hyfE","b2485","hydrogenase 4, membrane subunit; K12140 hydrogenase-4 component E [EC:1.-.-.-]"
"hyfF","b2486","hydrogenase 4, membrane subunit; K12141 hydrogenase-4 component F [EC:1.-.-.-]"
"hyfG","b2487","hydrogenase 4, subunit (EC:1.-.-.-); K12142 hydrogenase-4 component G [EC:1.-.-.-]"
"hyfH","b2488","hydrogenase 4, Fe-S subunit (EC:1.-.-.-); K12143 hydrogenase-4 component H"
"hyfI","b2489","hydrogenase 4, Fe-S subunit (EC:1.-.-.-); K12144 hydrogenase-4 component I [EC:1.-.-.-]"
"hyfJ","b2490","predicted processing element hydrogenase 4; K12145 hydrogenase-4 component J [EC:1.-.-.-]"
"hyfR","b2491","DNA-binding transcriptional activator, formate sensing; K12146 hydrogenase-4 transcriptional activator"
"hyi","b0508","hydroxypyruvate isomerase (EC:5.3.1.22); K01816 hydroxypyruvate isomerase [EC:5.3.1.22]"
"hypA","b2726","protein involved in nickel insertion into hydrogenases 3; K04651 hydrogenase nickel incorporation protein HypA/HybF"
"hypB","b2727","GTP hydrolase involved in nickel liganding into hydrogenases; K04652 hydrogenase nickel incorporation protein HypB"
"hypC","b2728","protein required for maturation of hydrogenases 1 and 3; K04653 hydrogenase expression/formation protein HypC"
"hypD","b2729","protein required for maturation of hydrogenases; K04654 hydrogenase expression/formation protein HypD"
"hypE","b2730","carbamoyl dehydratase, hydrogenases 1,2,3 maturation protein; K04655 hydrogenase expression/formation protein HypE"
"hypF","b2712","carbamoyl phosphate phosphatase and maturation protein for [NiFe] hydrogenases; K04656 hydrogenase maturation protein HypF"
"hyuA","b2873","D-stereospecific phenylhydantoinase (EC:3.5.2.-); K01464 dihydropyrimidinase [EC:3.5.2.2]"
"iaaA","b0828","Isoaspartyl peptidase (EC:3.5.1.1); K13051 beta-aspartyl-peptidase (threonine type) [EC:3.4.19.5]"
"iadA","b4328","isoaspartyl dipeptidase (EC:3.4.19.5); K01305 beta-aspartyl-dipeptidase (metallo-type) [EC:3.4.19.-]"
"iap","b2753","aminopeptidase in alkaline phosphatase isozyme conversion (EC:3.4.11.-); K09612 alkaline phosphatase isozyme conversion protein [EC:3.4.11.-]"
"ibpA","b3687","heat shock chaperone; K04080 molecular chaperone IbpA"
"ibpB","b3686","heat shock chaperone; K04081 molecular chaperone IbpB"
"ibsA","b4667","toxic membrane protein"
"ibsB","b4668","toxic membrane protein"
"ibsC","b4665","toxic membrane protein"
"ibsD","b4664","toxic membrane protein"
"ibsE","b4666","toxic membrane protein"
"icd","b1136","e14 prophage; isocitrate dehydrogenase, specific for NADP+ (EC:1.1.1.42); K00031 isocitrate dehydrogenase [EC:1.1.1.42]"
"icdC","b4519","pseudogene"
"iclR","b4018","DNA-binding transcriptional repressor; K13641 IclR family transcriptional regulator, acetate operon repressor"
"idi","NA","NA"
"idnD","b4267","L-idonate 5-dehydrogenase, NAD-binding (EC:1.1.1.264); K00098 L-idonate 5-dehydrogenase [EC:1.1.1.264]"
"idnK","b4268","D-gluconate kinase, thermosensitive (EC:2.7.1.12); K00851 gluconokinase [EC:2.7.1.12]"
"idnO","b4266","5-keto-D-gluconate-5-reductase (EC:1.1.1.69); K00046 gluconate 5-dehydrogenase [EC:1.1.1.69]"
"idnR","b4264","DNA-binding transcriptional repressor, 5-gluconate-binding; K06146 LacI family transcriptional regulator, gluconate utilization system Gnt-II transcriptional activator"
"idnT","b4265","L-idonate and D-gluconate transporter; K06157 Gnt-II system L-idonate transporter"
"ihfA","b1712","integration host factor (IHF), DNA-binding protein, alpha subunit; K04764 integration host factor subunit alpha"
"ihfB","b0912","integration host factor (IHF), DNA-binding protein, beta subunit; K05788 integration host factor subunit beta"
"ileS","b0026","isoleucyl-tRNA synthetase (EC:6.1.1.5); K01870 isoleucyl-tRNA synthetase [EC:6.1.1.5]"
"ileX","b3069","tRNA-Ile; K14230 tRNA Met"
"ileY","b2652","tRNA-Ile; K14230 tRNA Met"
"ilvA","b3772","threonine deaminase (EC:4.3.1.19); K01754 threonine dehydratase [EC:4.3.1.19]"
"ilvB","b3671","acetolactate synthase I, large subunit (EC:2.2.1.6); K01652 acetolactate synthase I/II/III large subunit [EC:2.2.1.6]"
"ilvC","NA","NA"
"ilvD","b3771","dihydroxyacid dehydratase (EC:4.2.1.9); K01687 dihydroxy-acid dehydratase [EC:4.2.1.9]"
"ilvE","b3770","branched-chain amino-acid aminotransferase (EC:2.6.1.42); K00826 branched-chain amino acid aminotransferase [EC:2.6.1.42]"
"ilvG","NA","NA"
"ilvH","b0078","acetolactate synthase III, thiamin-dependent, small subunit (EC:2.2.1.6); K01653 acetolactate synthase I/III small subunit [EC:2.2.1.6]"
"ilvI","b0077","acetolactate synthase III, large subunit (EC:2.2.1.6); K01652 acetolactate synthase I/II/III large subunit [EC:2.2.1.6]"
"ilvL","b3766","ilvG operon leader peptide"
"ilvM","b3769","acetolactate synthase II, small subunit (EC:2.2.1.6); K11258 acetolactate synthase II small subunit [EC:2.2.1.6]"
"ilvN","b3670","acetolactate synthase I, small subunit (EC:2.2.1.6); K01653 acetolactate synthase I/III small subunit [EC:2.2.1.6]"
"ilvX","b4669","expressed protein"
"ilvY","b3773","DNA-binding transcriptional dual regulator; K02521 LysR family transcriptional regulator, positive regulator for ilvC"
"inaA","b2237","conserved protein, acid-induced"
"infA","b0884","translation initiation factor IF-1; K02518 translation initiation factor IF-1"
"infB","b3168","fused protein chain initiation factor 2, IF2: membrane protein/conserved protein; K02519 translation initiation factor IF-2"
"infC","b1718","protein chain initiation factor IF-3; K02520 translation initiation factor IF-3"
"insA","b0022","IS1 repressor TnpA"
"insA_1","NA","NA"
"insA_5","NA","NA"
"insA_6","NA","NA"
"insB","NA","NA"
"insB_1","NA","NA"
"insB_2","NA","NA"
