"Name","cluster","gene_description"
"frmB","turquoise","S-formylglutathione hydrolase  K01070 S-formylglutathione hydrolase [EC:3.1.2.12]"
"frmR","yellow","regulator protein that represses frmRAB operon"
"frr","turquoise","ribosome recycling factor  K02838 ribosome recycling factor"
"frsA","blue","fermentation-respiration switch protein  PTS Enzyme IIA(Glc)-binding protein  pNP-butyrate esterase activity  K11750 esterase FrsA [EC:3.1.-.-]"
"frsA","blue","fermentation-respiration switch protein  PTS Enzyme IIA(Glc)-binding protein  pNP-butyrate esterase activity  K11750 esterase FrsA [EC:3.1.-.-]"
"fruA","turquoise","fused fructose-specific PTS enzymes: IIBcomponent/IIC components  K02769 PTS system  fructose-specific IIB component [EC:2.7.1.69] K02770 PTS system  fructose-specific IIC component"
"fruB","turquoise","fused fructose-specific PTS enzymes: IIA component/HPr component (EC:2.7.1.69)  K02768 PTS system  fructose-specific IIA component [EC:2.7.1.69] K11183 phosphocarrier protein FPr"
"fruB","turquoise","fused fructose-specific PTS enzymes: IIA component/HPr component (EC:2.7.1.69)  K02768 PTS system  fructose-specific IIA component [EC:2.7.1.69] K11183 phosphocarrier protein FPr"
"fruK","green","fructose-1-phosphate kinase (EC:2.7.1.56)  K00882 1-phosphofructokinase [EC:2.7.1.56]"
"frvA","blue","predicted enzyme IIA component of PTS (EC:2.7.1.69)  K11201 PTS system  fructose-specific IIA-like component [EC:2.7.1.69]"
"frvB","turquoise","fused predicted PTS enzymes: IIB component/IIC component (EC:2.7.1.69)  K11202 PTS system  fructose-specific IIB-like component [EC:2.7.1.69] K11203 PTS system  fructose-specific IIC-like component"
"frvR","blue","putative frv operon regulator  contains a PTS EIIA domain"
"frvX","blue","predicted peptidase"
"frwB","grey","predicted enzyme IIB component of PTS (EC:2.7.1.69)  K11202 PTS system  fructose-specific IIB-like component [EC:2.7.1.69]"
"frwC","turquoise","predicted enzyme IIC component of PTS  K11203 PTS system  fructose-specific IIC-like component"
"frwD","turquoise","predicted enzyme IIB component of PTS (EC:2.7.1.69)  K11202 PTS system  fructose-specific IIB-like component [EC:2.7.1.69]"
"fryA","blue","fused predicted PTS enzymes: Hpr component/enzyme I component/enzyme IIA component  K08483 phosphotransferase system  enzyme I  PtsI [EC:2.7.3.9] K11189 phosphocarrier protein K11201 PTS system  fructose-specific IIA-like component [EC:2.7.1.69]"
"fryA","blue","fused predicted PTS enzymes: Hpr component/enzyme I component/enzyme IIA component  K08483 phosphotransferase system  enzyme I  PtsI [EC:2.7.3.9] K11189 phosphocarrier protein K11201 PTS system  fructose-specific IIA-like component [EC:2.7.1.69]"
"fryB","red","predicted enzyme IIB component of PTS  K11202 PTS system  fructose-specific IIB-like component [EC:2.7.1.69]"
"fryC","blue","predicted enzyme IIC component of PTS  K11203 PTS system  fructose-specific IIC-like component"
"fsaA","grey","fructose-6-phosphate aldolase 1 (EC:4.1.2.-)  K08313 fructose-6-phosphate aldolase 1 [EC:4.1.2.-]"
"fsaB","blue","fructose-6-phosphate aldolase 2 (EC:4.1.2.-)  K08314 fructose-6-phosphate aldolase 2 [EC:4.1.2.-]"
"fsr","turquoise","predicted fosmidomycin efflux system  K08223 MFS transporter  FSR family  fosmidomycin resistance protein"
"ftnA","turquoise","ferritin iron storage protein (cytoplasmic)  K02217 ferritin [EC:1.16.3.1]"
"ftnB","turquoise","ferritin B  probable ferrous iron reservoir  K02255 ferritin-like protein 2"
"ftsA","brown","ATP-binding cell division protein involved in recruitment of FtsK to Z ring  K03590 cell division protein FtsA"
"ftsA","brown","ATP-binding cell division protein involved in recruitment of FtsK to Z ring  K03590 cell division protein FtsA"
"ftsA","brown","ATP-binding cell division protein involved in recruitment of FtsK to Z ring  K03590 cell division protein FtsA"
"ftsB","turquoise","cell division protein  K05589 cell division protein FtsB"
"ftsE","turquoise","predicted transporter subunit: ATP-binding component of ABC superfamily  K09812 cell division transport system ATP-binding protein"
"ftsI","turquoise","transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3)  K03587 cell division protein FtsI (penicillin-binding protein 3) [EC:2.4.1.129]"
"ftsI","turquoise","transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3)  K03587 cell division protein FtsI (penicillin-binding protein 3) [EC:2.4.1.129]"
"ftsI","turquoise","transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3)  K03587 cell division protein FtsI (penicillin-binding protein 3) [EC:2.4.1.129]"
"ftsI","turquoise","transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3)  K03587 cell division protein FtsI (penicillin-binding protein 3) [EC:2.4.1.129]"
"ftsL","blue","membrane bound cell division protein at septum containing leucine zipper motif  K03586 cell division protein FtsL"
"ftsN","turquoise","essential cell division protein  K03591 cell division protein FtsN"
"ftsP","yellow","septal ring component that protects the divisome from stress  multicopy suppressor of ftsI(Ts)  K04753 suppressor of ftsI"
"ftsQ","turquoise","divisome assembly protein  membrane anchored protein involved in growth of wall at septum  K03589 cell division protein FtsQ"
"ftsW","red","lipid II flippase  integral membrane protein involved in stabilizing FstZ ring during cell division  K03588 cell division protein FtsW"
"ftsW","red","lipid II flippase  integral membrane protein involved in stabilizing FstZ ring during cell division  K03588 cell division protein FtsW"
"ftsW","red","lipid II flippase  integral membrane protein involved in stabilizing FstZ ring during cell division  K03588 cell division protein FtsW"
"ftsW","red","lipid II flippase  integral membrane protein involved in stabilizing FstZ ring during cell division  K03588 cell division protein FtsW"
"ftsX","turquoise","predicted transporter subunit: membrane component of ABC superfamily  K09811 cell division transport system permease protein"
"ftsY","red","Signal Recognition Particle (SRP) receptor  K03110 fused signal recognition particle receptor"
"ftsZ","brown","GTP-binding tubulin-like cell division protein  K03531 cell division protein FtsZ"
"fucA","red","L-fuculose-1-phosphate aldolase (EC:4.1.2.17)  K01628 L-fuculose-phosphate aldolase [EC:4.1.2.17]"
"fucA","red","L-fuculose-1-phosphate aldolase (EC:4.1.2.17)  K01628 L-fuculose-phosphate aldolase [EC:4.1.2.17]"
"fucI","blue","L-fucose isomerase (EC:5.3.1.25)  K01818 L-fucose isomerase [EC:5.3.1.25]"
"fucK","turquoise","L-fuculokinase (EC:2.7.1.51)  K00879 L-fuculokinase [EC:2.7.1.51]"
"fucP","blue","L-fucose transporter  K02429 MFS transporter  FHS family  L-fucose permease"
"fucR","blue","DNA-binding transcriptional activator  K02430 DeoR family transcriptional regulator  L-fucose operon activator"
"fumB","turquoise","anaerobic class I fumarate hydratase (fumarase B) (EC:4.2.1.2)  K01676 fumarate hydratase  class I [EC:4.2.1.2]"
"fumC","turquoise","fumarate hydratase (fumarase C) aerobic Class II (EC:4.2.1.2)  K01679 fumarate hydratase  class II [EC:4.2.1.2]"
"fumC","turquoise","fumarate hydratase (fumarase C) aerobic Class II (EC:4.2.1.2)  K01679 fumarate hydratase  class II [EC:4.2.1.2]"
"fusA","brown","protein chain elongation factor EF-G  GTP-binding  K02355 elongation factor G"
"fxsA","blue","suppressor of F exclusion of phage T7  K07113 UPF0716 protein FxsA"
"gabD","turquoise","succinate-semialdehyde dehydrogenase I  NADP-dependent (EC:1.2.1.16)  K00135 succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]"
"gabP","turquoise","gamma-aminobutyrate transporter  K11735 GABA permease"
"gadB","brown","glutamate decarboxylase B  PLP-dependent (EC:4.1.1.15)  K01580 glutamate decarboxylase [EC:4.1.1.15]"
"gadC","brown","glutamate:gamma-aminobutyric acid antiporter"
"gadW","brown","transcriptional activator of gadA and gadBC  repressor of gadX"
"gadW","brown","transcriptional activator of gadA and gadBC  repressor of gadX"
"gadW","brown","transcriptional activator of gadA and gadBC  repressor of gadX"
"gadY","brown","sRNA antisense regulator of gadAB transcriptional activator GadX mRNA  Hfq-dependent"
"galE","turquoise","UDP-galactose-4-epimerase (EC:5.1.3.2)  K01784 UDP-glucose 4-epimerase [EC:5.1.3.2]"
"galK","turquoise","galactokinase (EC:2.7.1.6)  K00849 galactokinase [EC:2.7.1.6]"
"galM","yellow","galactose-1-epimerase (mutarotase) (EC:5.1.3.3)  K01785 aldose 1-epimerase [EC:5.1.3.3]"
"galP","turquoise","D-galactose transporter  K08137 MFS transporter  SP family  galactose:H+ symporter"
"galR","turquoise","DNA-binding transcriptional repressor  K02529 LacI family transcriptional regulator"
"galS","brown","DNA-binding transcriptional repressor  K02529 LacI family transcriptional regulator"
"galT","turquoise","galactose-1-phosphate uridylyltransferase (EC:2.7.7.10)  K00965 UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]"
"galT","turquoise","galactose-1-phosphate uridylyltransferase (EC:2.7.7.10)  K00965 UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]"
"galU","grey","glucose-1-phosphate uridylyltransferase (EC:2.7.7.9)  K00963 UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]"
"gapA","yellow","glyceraldehyde-3-phosphate dehydrogenase A (EC:1.2.1.12)  K00134 glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]"
"gapC","brown","pseudogene"
"garD","yellow","(D)-galactarate dehydrogenase (EC:4.2.1.42)  K01708 galactarate dehydratase [EC:4.2.1.42]"
"garK","turquoise","glycerate kinase I (EC:2.7.1.165)  K00865 glycerate kinase [EC:2.7.1.31]"
"garL","turquoise","alpha-dehydro-beta-deoxy-D-glucarate aldolase (EC:4.1.2.20)  K01630 2-dehydro-3-deoxyglucarate aldolase [EC:4.1.2.20]"
"garP","turquoise","predicted (D)-galactarate transporter  K12299 MFS transporter  ACS family  probable galactarate transporter"
"garR","blue","tartronate semialdehyde reductase (EC:1.1.1.60)  K00042 2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]"
"gatA","brown","galactitol-specific enzyme IIA component of PTS (EC:2.7.1.69)  K02773 PTS system  galactitol-specific IIA component [EC:2.7.1.69]"
"gatB","brown","galactitol-specific enzyme IIB component of PTS (EC:2.7.1.69)  K02774 PTS system  galactitol-specific IIB component [EC:2.7.1.69]"
"gatC","brown","pseudogene"
"gatD","brown","galactitol-1-phosphate dehydrogenase  Zn-dependent and NAD(P)-binding (EC:1.1.1.251)  K00094 galactitol-1-phosphate 5-dehydrogenase [EC:1.1.1.251]"
"gatR","turquoise","pseudogene"
"gatR","turquoise","pseudogene"
"gatY","brown","D-tagatose 1 6-bisphosphate aldolase 2  catalytic subunit (EC:4.1.2.40)  K08302 tagatose 1 6-diphosphate aldolase GatY/KbaY [EC:4.1.2.40]"
"gatY","brown","D-tagatose 1 6-bisphosphate aldolase 2  catalytic subunit (EC:4.1.2.40)  K08302 tagatose 1 6-diphosphate aldolase GatY/KbaY [EC:4.1.2.40]"
"gatZ","brown","D-tagatose 1 6-bisphosphate aldolase 2  subunit (EC:4.1.2.40)  K16371 D-tagatose-1 6-bisphosphate aldolase subunit GatZ/KbaZ"
"gatZ","brown","D-tagatose 1 6-bisphosphate aldolase 2  subunit (EC:4.1.2.40)  K16371 D-tagatose-1 6-bisphosphate aldolase subunit GatZ/KbaZ"
"gatZ","brown","D-tagatose 1 6-bisphosphate aldolase 2  subunit (EC:4.1.2.40)  K16371 D-tagatose-1 6-bisphosphate aldolase subunit GatZ/KbaZ"
"gcd","green","glucose dehydrogenase (EC:1.1.5.2)  K00117 quinoprotein glucose dehydrogenase [EC:1.1.5.2]"
"gcvB","brown","sRNA antisense regulator represses oppA  dppA  gltI and livJ expression  Hfq-dependent"
"gcvB","brown","sRNA antisense regulator represses oppA  dppA  gltI and livJ expression  Hfq-dependent"
"gcvB","brown","sRNA antisense regulator represses oppA  dppA  gltI and livJ expression  Hfq-dependent"
"gcvH","yellow","glycine cleavage complex lipoylprotein  K02437 glycine cleavage system H protein"
"gcvP","yellow","glycine decarboxylase  PLP-dependent  subunit (protein P) of glycine cleavage complex (EC:1.4.4.2)  K00281 glycine dehydrogenase [EC:1.4.4.2]"
"gcvR","blue","DNA-binding transcriptional repressor  regulatory protein accessory to GcvA  K03567 glycine cleavage system transcriptional repressor"
"gcvR","blue","DNA-binding transcriptional repressor  regulatory protein accessory to GcvA  K03567 glycine cleavage system transcriptional repressor"
"gcvT","brown","aminomethyltransferase  tetrahydrofolate-dependent  subunit (T protein) of glycine cleavage complex (EC:2.1.2.10)  K00605 aminomethyltransferase [EC:2.1.2.10]"
"gdhA","turquoise","glutamate dehydrogenase  NADP-specific (EC:1.4.1.4)  K00262 glutamate dehydrogenase (NADP+) [EC:1.4.1.4]"
"gfcA","grey","predicted protein"
"gfcB","turquoise","predicted outer membrane lipoprotein"
"gfcC","green","conserved protein"
"gfcD","turquoise","conserved protein"
"gfcE","black","lipoprotein required for formation of the O-antigen capsule  predicted exopolysaccharide export protein  K01991 polysaccharide export outer membrane protein"
"ghrA","blue","glyoxylate/hydroxypyruvate reductase A (EC:1.1.1.79)  K12972 gyoxylate/hydroxypyruvate reductase A [EC:1.1.1.79 1.1.1.81]"
"ghrB","pink","glyoxylate/hydroxypyruvate reductase B (EC:1.1.1.215 1.1.1.79)  K00090 gluconate 2-dehydrogenase [EC:1.1.1.215]"
"glcB","magenta","malate synthase G (EC:2.3.3.9)  K01638 malate synthase [EC:2.3.3.9]"
"glcC","blue","DNA-binding transcriptional dual regulator  glycolate-binding  K11474 GntR family transcriptional regulator  glc operon transcriptional activator"
"glcD","turquoise","glycolate oxidase subunit  FAD-linked  K00104 glycolate oxidase [EC:1.1.3.15]"
"glcE","blue","glycolate oxidase FAD binding subunit  K11472 glycolate oxidase FAD binding subunit"
"glcF","turquoise","glycolate oxidase 4Fe-4S iron-sulfur cluster subunit  K11473 glycolate oxidase iron-sulfur subunit"
"glcG","magenta","conserved protein  K11477 glc operon protein GlcG"
"gldA","turquoise","glycerol dehydrogenase  NAD (EC:1.1.1.6)  K00005 glycerol dehydrogenase [EC:1.1.1.6]"
"glf","brown","UDP-galactopyranose mutase  FAD/NAD(P)-binding (EC:5.4.99.9)  K01854 UDP-galactopyranose mutase [EC:5.4.99.9]"
"glgA","brown","glycogen synthase (EC:2.4.1.21)  K00703 starch synthase [EC:2.4.1.21]"
"glgB","brown","1 4-alpha-glucan branching enzyme (EC:2.4.1.18)  K00700 1 4-alpha-glucan branching enzyme [EC:2.4.1.18]"
"glgC","brown","glucose-1-phosphate adenylyltransferase (EC:2.7.7.27)  K00975 glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]"
"glgP","yellow","glycogen phosphorylase (EC:2.4.1.1)  K00688 starch phosphorylase [EC:2.4.1.1]"
"glgS","red","motility and biofilm regulator"
"glgX","turquoise","glycogen debranching enzyme (EC:3.2.1.-)  K02438 glycogen operon protein [EC:3.2.1.-]"
"glk","turquoise","glucokinase (EC:2.7.1.2)  K00845 glucokinase [EC:2.7.1.2]"
"glmM","turquoise","phosphoglucosamine mutase (EC:5.4.2.10)  K03431 phosphoglucosamine mutase [EC:5.4.2.10]"
"glmU","brown","fused N-acetyl glucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyl transferase (EC:2.7.7.23)  K04042 bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]"
"glmY","turquoise","sRNA activator of glmS mRNA  glmZ processing antagonist  K15841 small regulatory RNA GlmY"
"glmY","turquoise","sRNA activator of glmS mRNA  glmZ processing antagonist  K15841 small regulatory RNA GlmY"
"glnA","brown","glutamine synthetase (EC:6.3.1.2)  K01915 glutamine synthetase [EC:6.3.1.2]"
"glnB","turquoise","regulatory protein P-II for glutamine synthetase  K04751 nitrogen regulatory protein P-II 1"
"glnD","turquoise","uridylyltransferase (EC:2.7.7.59)  K00990 [protein-PII] uridylyltransferase [EC:2.7.7.59]"
"glnE","turquoise","fused deadenylyltransferase/adenylyltransferase for glutamine synthetase (EC:2.7.7.42)  K00982 glutamate-ammonia-ligase adenylyltransferase [EC:2.7.7.42]"
"glnG","grey","fused DNA-binding response regulator in two-component regulatory system with GlnL: response regulator/sigma54 interaction protein  K07712 two-component system  NtrC family  nitrogen regulation response regulator GlnG"
"glnH","blue","glutamine transporter subunit  K10036 glutamine transport system substrate-binding protein"
