eco_id gene gene_description
eco:b1911 glyW tRNA-Gly;_K14225_tRNA_Gly
eco:b4164 glyX tRNA-Gly;_K14225_tRNA_Gly
eco:b4165 glyY tRNA-Gly;_K14225_tRNA_Gly
eco:b2053 gmd GDP-D-mannose_dehydratase,_NAD(P)-binding_(EC:4.2.1.47);_K01711_GDPmannose_4,6-dehydratase_[EC:4.2.1.47]
eco:b0200 gmhB D,D-heptose_1,7-bisphosphate_phosphatase;_K03273_D-glycero-D-manno-heptose_1,7-bisphosphate_phosphatase_[EC:3.1.3.82_3.1.3.83]
eco:b3648 gmk guanylate_kinase_(EC:2.7.4.8);_K00942_guanylate_kinase_[EC:2.7.4.8]
eco:b1285 gmr cyclic-di-GMP_phosphodiesterase;_csgD_regulator;_modulator_of_Rnase_II_stability;_K14051_cyclic_di-GMP_phosphodiesterase_Gmr_[EC:3.1.4.52]
eco:b2029 gnd 6-phosphogluconate_dehydrogenase,_decarboxylating_(EC:1.1.1.44);_K00033_6-phosphogluconate_dehydrogenase_[EC:1.1.1.44]
eco:b4517 gnsA multicopy_suppressor_of_secG(Cs)_and_fabA6(Ts);_predicted_regulator_of_phosphatidylethanolamine_synthesis
eco:b4517 gnsA multicopy_suppressor_of_secG(Cs)_and_fabA6(Ts);_predicted_regulator_of_phosphatidylethanolamine_synthesis
eco:b1550 gnsB Qin_prophage;_multicopy_suppressor_of_secG(Cs)_and_fabA6(Ts)
eco:b3437 gntK gluconate_kinase_2_(EC:2.7.1.12);_K00851_gluconokinase_[EC:2.7.1.12]
eco:b3415 gntT gluconate_transporter,_high-affinity_GNT_I_system;_K06155_Gnt-I_system_high-affinity_gluconate_transporter
eco:b4476 gntU gluconate_transporter,_low_affinity_GNT_1_system;_K06156_Gnt-I_system_low-affinity_gluconate_transporter
eco:b3413 gntX protein_required_for_the_utilization_of_DNA_as_a_carbon_source
eco:b3500 gor glutathione_oxidoreductase_(EC:1.8.1.7);_K00383_glutathione_reductase_(NADPH)_[EC:1.8.1.7]
eco:b3385 gph phosphoglycolate_phosphatase_(EC:3.1.3.18);_K01091_phosphoglycolate_phosphatase_[EC:3.1.3.18]
eco:b0755 gpmA phosphoglyceromutase_1_(EC:5.4.2.1);_K01834_2,3-bisphosphoglycerate-dependent_phosphoglycerate_mutase_[EC:5.4.2.11]
eco:b3612 gpmM phosphoglycero_mutase_III,_cofactor-independent_(EC:5.4.2.1);_K15633_2,3-bisphosphoglycerate-independent_phosphoglycerate_mutase_[EC:5.4.2.12]
eco:b3001 gpr L-glyceraldehyde_3-phosphate_reductase
eco:b3608 gpsA glycerol-3-phosphate_dehydrogenase_(NAD+)_(EC:1.1.1.94);_K00057_glycerol-3-phosphate_dehydrogenase_(NAD(P)+)_[EC:1.1.1.94]
eco:b0238 gpt guanine-hypoxanthine_phosphoribosyltransferase_(EC:2.4.2.22);_K00769_xanthine_phosphoribosyltransferase_[EC:2.4.2.22]
eco:b3181 greA transcript_cleavage_factor;_K03624_transcription_elongation_factor_GreA
eco:b3406 greB transcript_cleavage_factor;_K04760_transcription_elongation_factor_GreB
eco:b4143 groL Cpn60_chaperonin_GroEL,_large_subunit_of_GroESL;_K04077_chaperonin_GroEL
eco:b4142 groS Cpn10_chaperonin_GroES,_small_subunit_of_GroESL;_K04078_chaperonin_GroES
eco:b2614 grpE heat_shock_protein;_K03687_molecular_chaperone_GrpE
eco:b0849 grxA glutaredoxin_1,_redox_coenzyme_for_ribonucleotide_reductase_(RNR1a);_K03674_glutaredoxin_1
eco:b0849 grxA glutaredoxin_1,_redox_coenzyme_for_ribonucleotide_reductase_(RNR1a);_K03674_glutaredoxin_1
eco:b1064 grxB glutaredoxin_2_(Grx2);_K03675_glutaredoxin_2
eco:b3610 grxC glutaredoxin_3;_K03676_glutaredoxin_3
eco:b1654 grxD glutaredoxin-4;_K07390_monothiol_glutaredoxin
eco:b2688 gshA glutamate-cysteine_ligase_(EC:6.3.2.2);_K01919_glutamate--cysteine_ligase_[EC:6.3.2.2]
eco:b2947 gshB glutathione_synthetase_(EC:6.3.2.3);_K01920_glutathione_synthase_[EC:6.3.2.3]
eco:b0829 gsiA glutathione_transporter_ATP-binding_protein,_ABC_superfamily;_K13892_glutathione_transport_system_ATP-binding_protein
eco:b0830 gsiB glutathione_periplasmic_binding_protein,_ABC_superfamily_transporter;_K13889_glutathione_transport_system_substrate-binding_protein
eco:b0831 gsiC glutathione_transporter,_permease_component,_ABC_superfamily;_K13890_glutathione_transport_system_permease_protein
eco:b0832 gsiD glutathione_transporter,_permease_component,_ABC_superfamily;_K13891_glutathione_transport_system_permease_protein
eco:b0477 gsk inosine/guanosine_kinase_(EC:2.7.1.73);_K00892_inosine_kinase_[EC:2.7.1.73]
eco:b3323 gspA general_secretory_pathway_component,_cryptic;_K02450_general_secretion_pathway_protein_A
eco:b3322 gspB part_of_gsp_divergon_involved_in_type_II_protein_secretion;_K02451_general_secretion_pathway_protein_B
eco:b3324 gspC general_secretory_pathway_component,_cryptic;_K02452_general_secretion_pathway_protein_C
eco:b3326 gspE general_secretory_pathway_component,_cryptic;_K02454_general_secretion_pathway_protein_E
eco:b3327 gspF general_secretory_pathway_component,_cryptic;_K02455_general_secretion_pathway_protein_F
eco:b3328 gspG pseudopilin,_cryptic,_general_secretion_pathway;_K02456_general_secretion_pathway_protein_G
eco:b3329 gspH predicted_general_secretory_pathway_component,_cryptic;_K02457_general_secretion_pathway_protein_H
eco:b3330 gspI general_secretory_pathway_component,_cryptic;_K02458_general_secretion_pathway_protein_I
eco:b3331 gspJ predicted_general_secretory_pathway_component,_cryptic;_K02459_general_secretion_pathway_protein_J
eco:b3332 gspK general_secretory_pathway_component,_cryptic;_K02460_general_secretion_pathway_protein_K
eco:b3333 gspL general_secretory_pathway_component,_cryptic;_K02461_general_secretion_pathway_protein_L
eco:b3334 gspM general_secretory_pathway_component,_cryptic;_K02462_general_secretion_pathway_protein_M
eco:b3335 gspO bifunctional_prepilin_leader_peptidase/methylase_(EC:2.1.1.-_3.4.23.43);_K02464_general_secretion_pathway_protein_O_[EC:3.4.23.43_2.1.1.-]
eco:b2988 gss fused_glutathionylspermidine_amidase/glutathionylspermidine_synthetase_(EC:3.5.1.78_6.3.1.8);_K01460_glutathionylspermidine_amidase/synthetase_[EC:3.5.1.78_6.3.1.8]
eco:b0838 gstB glutathione_S-transferase
eco:b2350 gtrA CPS-53_(KpLE1)_prophage;_bactoprenol-linked_glucose_translocase_(flippase)
eco:b2351 gtrB CPS-53_(KpLE1)_prophage;_bactoprenol_glucosyl_transferase
eco:b2352 gtrS serotype-specific_glucosyl_transferase,_CPS-53_(KpLE1)_prophage
eco:b2507 guaA GMP_synthetase_(glutamine_aminotransferase)_(EC:6.3.4.1_6.3.5.2);_K01951_GMP_synthase_(glutamine-hydrolysing)_[EC:6.3.5.2]
eco:b2508 guaB IMP_dehydrogenase_(EC:1.1.1.205);_K00088_IMP_dehydrogenase_[EC:1.1.1.205]
eco:b0104 guaC GMP_reductase_(EC:1.7.1.7);_K00364_GMP_reductase_[EC:1.7.1.7]
eco:b2883 guaD guanine_deaminase_(EC:3.5.4.3);_K01487_guanine_deaminase_[EC:3.5.4.3]
eco:b2787 gudD (D)-glucarate_dehydratase_1_(EC:4.2.1.40);_K01706_glucarate_dehydratase_[EC:4.2.1.40]
eco:b2789 gudP predicted_D-glucarate_transporter;_K03535_MFS_transporter,_ACS_family,_glucarate_transporter
eco:b2788 gudX glucarate_dehydratase-related_protein,_substrate_unknown;_K13918_glucarate_dehydratase-related_protein
eco:b2706 gutM DNA-binding_transcriptional_activator_of_glucitol_operon;_K02466_glucitol_operon_activator_protein
eco:b2708 gutQ D-arabinose_5-phosphate_isomerase;_K02467_GutQ_protein
eco:b3699 gyrB DNA_gyrase,_subunit_B_(EC:5.99.1.3);_K02470_DNA_gyrase_subunit_B_[EC:5.99.1.3]
eco:b2541 hcaB 2,3-dihydroxy-2,3-dihydrophenylpropionate_dehydrogenase_(EC:1.3.1.-);_K05711_2,3-dihydroxy-2,3-dihydrophenylpropionate_dehydrogenase_[EC:1.3.1.87]
eco:b2540 hcaC 3-phenylpropionate_dioxygenase,_predicted_ferredoxin_subunit;_K05710_dioxygenase_ferredoxin_subunit
eco:b2542 hcaD phenylpropionate_dioxygenase,_ferredoxin_reductase_subunit_(EC:1.18.1.3);_K00529_ferredoxin--NAD+_reductase_[EC:1.18.1.3]
eco:b2538 hcaE 3-phenylpropionate_dioxygenase,_large_(alpha)_subunit_(EC:1.14.12.19);_K05708_3-phenylpropionate/cinnamic_acid_dioxygenase_subunit_alpha_[EC:1.14.12.19]
eco:b2539 hcaF 3-phenylpropionate_dioxygenase,_small_(beta)_subunit_(EC:1.14.12.19);_K05709_3-phenylpropionate/cinnamic_acid_dioxygenase_subunit_beta_[EC:1.14.12.19]
eco:b2537 hcaR DNA-binding_transcriptional_activator_of_3-phenylpropionic_acid_catabolism;_K05817_LysR_family_transcriptional_regulator,_hca_operon_transcriptional_activator
eco:b2536 hcaT predicted_3-phenylpropionic_transporter;_K05820_MFS_transporter,_PPP_family,_3-phenylpropionic_acid_transporter
eco:b1967 hchA glyoxalase_III_and_Hsp31_molecular_chaperone;_K05523_molecular_chaperone_HchA_(Hsp31)
eco:b0872 hcr HCP_oxidoreductase,_NADH-dependent_(EC:1.-.-.-);_K11933_NADH_oxidoreductase_Hcr_[EC:1.-.-.-]
eco:b0872 hcr HCP_oxidoreductase,_NADH-dependent_(EC:1.-.-.-);_K11933_NADH_oxidoreductase_Hcr_[EC:1.-.-.-]
eco:b2496 hda ATPase_regulatory_factor_involved_in_DnaA_inactivation;_K10763_DnaA-homolog_protein
eco:b3510 hdeA stress_response_protein_acid-resistance_protein
eco:b3509 hdeB acid-resistance_protein
eco:b3511 hdeD acid-resistance_membrane_protein
eco:b4480 hdfR DNA-binding_transcriptional_regulator
eco:b1619 hdhA 7-alpha-hydroxysteroid_dehydrogenase,_NAD-dependent_(EC:1.1.1.159);_K00076_7-alpha-hydroxysteroid_dehydrogenase_[EC:1.1.1.159]
eco:b1619 hdhA 7-alpha-hydroxysteroid_dehydrogenase,_NAD-dependent_(EC:1.1.1.159);_K00076_7-alpha-hydroxysteroid_dehydrogenase_[EC:1.1.1.159]
eco:b0962 helD DNA_helicase_IV_(EC:3.6.1.-);_K03658_DNA_helicase_IV_[EC:3.6.4.12]
eco:b1210 hemA glutamyl_tRNA_reductase_(EC:1.2.1.-);_K02492_glutamyl-tRNA_reductase_[EC:1.2.1.70]
eco:b0369 hemB 5-aminolevulinate_dehydratase_(porphobilinogen_synthase)_(EC:4.2.1.24);_K01698_porphobilinogen_synthase_[EC:4.2.1.24]
eco:b0369 hemB 5-aminolevulinate_dehydratase_(porphobilinogen_synthase)_(EC:4.2.1.24);_K01698_porphobilinogen_synthase_[EC:4.2.1.24]
eco:b0369 hemB 5-aminolevulinate_dehydratase_(porphobilinogen_synthase)_(EC:4.2.1.24);_K01698_porphobilinogen_synthase_[EC:4.2.1.24]
eco:b3805 hemC hydroxymethylbilane_synthase_(EC:2.5.1.61);_K01749_hydroxymethylbilane_synthase_[EC:2.5.1.61]
eco:b3804 hemD uroporphyrinogen_III_synthase_(EC:4.2.1.75);_K01719_uroporphyrinogen-III_synthase_[EC:4.2.1.75]
eco:b2436 hemF coproporphyrinogen_III_oxidase_(EC:1.3.3.3);_K00228_coproporphyrinogen_III_oxidase_[EC:1.3.3.3]
eco:b3850 hemG protoporphyrin_oxidase,_flavoprotein_(EC:1.3.3.4);_K00230_menaquinone-dependent_protoporphyrinogen_oxidase_[EC:1.3.5.3]
eco:b0475 hemH ferrochelatase_(EC:4.99.1.1);_K01772_ferrochelatase_[EC:4.99.1.1]
eco:b0154 hemL glutamate-1-semialdehyde_aminotransferase_(aminomutase)_(EC:5.4.3.8);_K01845_glutamate-1-semialdehyde_2,1-aminomutase_[EC:5.4.3.8]
eco:b3803 hemX predicted_uroporphyrinogen_III_methyltransferase_(EC:2.1.1.107);_K02496_uroporphyrin-III_C-methyltransferase_[EC:2.1.1.107]
eco:b3802 hemY predicted_protoheme_IX_synthesis_protein;_K02498_HemY_protein
eco:b4175 hflC modulator_for_HflB_protease_specific_for_phage_lambda_cII_repressor;_K04087_membrane_protease_subunit_HflC_[EC:3.4.-.-]
eco:b1132 hflD predicted_lysogenization_regulator;_K07153_high_frequency_lysogenization_protein
eco:b4174 hflK modulator_for_HflB_protease_specific_for_phage_lambda_cII_repressor;_K04088_membrane_protease_subunit_HflK_[EC:3.4.-.-]
eco:b4173 hflX GTPase,_stimulated_by_50S_subunit_binding;_K03665_GTP-binding_protein_HflX
eco:b0460 hha modulator_of_gene_expression,_with_H-NS;_K05839_haemolysin_expression_modulating_protein
eco:b4532 hicA mRNA_interferase_toxin_of_the_HicAB_toxin-antitoxin_system
eco:b1438 hicB antitoxin_for_the_HicAB_toxin-antitoxin_system
eco:b3082 higA antitoxinof_the_HigB-HigA_toxin-antitoxin_system
eco:b3082 higA antitoxinof_the_HigB-HigA_toxin-antitoxin_system
eco:b1103 hinT purine_nucleoside_phosphoramidase,_dadA_activator_protein;_K02503_histidine_triad_(HIT)_family_protein
eco:b1103 hinT purine_nucleoside_phosphoramidase,_dadA_activator_protein;_K02503_histidine_triad_(HIT)_family_protein
eco:b1507 hipA EF-Tu_kinase;_serine_protein_kinase_required_for_persister_formation;_toxin_of_HipAB_TA_pair;_K07154_serine/threonine-protein_kinase_HipA_[EC:2.7.11.1]
eco:b1508 hipB antitoxin_of_HipAB_toxin-antitoxin_system;_K15773_HTH-type_transcriptional_regulator,_antitoxin_HipB
eco:b2024 hisA N-(5'-phospho-L-ribosyl-formimino)-5-amino-1-(5'-phosphoribosyl)-4-imidazolecarboxamide_isomerase_(EC:5.3.1.16);_K01814_phosphoribosylformimino-5-aminoimidazole_carboxamide_ribotide_isomerase_[EC:5.3.1.16]
eco:b2022 hisB fused_histidinol-phosphatase/imidazoleglycerol-phosphate_dehydratase_(EC:3.1.3.15_4.2.1.19);_K01089_imidazoleglycerol-phosphate_dehydratase_/_histidinol-phosphatase_[EC:4.2.1.19_3.1.3.15]
eco:b2021 hisC histidinol-phosphate_aminotransferase_(EC:2.6.1.9);_K00817_histidinol-phosphate_aminotransferase_[EC:2.6.1.9]
eco:b2020 hisD bifunctional_histidinal_dehydrogenase/histidinol_dehydrogenase_(EC:1.1.1.23);_K00013_histidinol_dehydrogenase_[EC:1.1.1.23]
eco:b2019 hisG ATP_phosphoribosyltransferase_(EC:2.4.2.17);_K00765_ATP_phosphoribosyltransferase_[EC:2.4.2.17]
eco:b2023 hisH imidazole_glycerol_phosphate_synthase,_glutamine_amidotransferase_subunit_with_HisF_(EC:2.4.2.-);_K02501_glutamine_amidotransferase_[EC:2.4.2.-]
eco:b2023 hisH imidazole_glycerol_phosphate_synthase,_glutamine_amidotransferase_subunit_with_HisF_(EC:2.4.2.-);_K02501_glutamine_amidotransferase_[EC:2.4.2.-]
eco:b2026 hisI fused_phosphoribosyl-AMP_cyclohydrolase/phosphoribosyl-ATP_pyrophosphatase_(EC:3.5.4.19_3.6.1.31);_K11755_phosphoribosyl-ATP_pyrophosphohydrolase_/_phosphoribosyl-AMP_cyclohydrolase_[EC:3.6.1.31_3.5.4.19]
eco:b2309 hisJ histidine/lysine/arginine/ornithine_transporter_subunit;_K10014_histidine_transport_system_substrate-binding_protein
eco:b2018 hisL his_operon_leader_peptide
eco:b2307 hisM histidine/lysine/arginine/ornithine_transporter_subunit;_K10015_histidine_transport_system_permease_protein
eco:b2306 hisP histidine/lysine/arginine/ornithine_transporter_subunit;_K10017_histidine_transport_system_ATP-binding_protein_[EC:3.6.3.21]
eco:b2308 hisQ histidine/lysine/arginine/ornithine_transporter_permease_subunit;_K10016_histidine_transport_system_permease_protein
eco:b3797 hisR tRNA-His;_K14226_tRNA_His
eco:b2514 hisS histidyl_tRNA_synthetase_(EC:6.1.1.21);_K01892_histidyl-tRNA_synthetase_[EC:6.1.1.21]
eco:b1970 hiuH hydroxyisourate_hydrolase;_K07127_5-hydroxyisourate_hydrolase_[EC:3.5.2.17]
eco:b1182 hlyE hemolysin_E;_K11139_hemolysin_E
eco:b1237 hns global_DNA-binding_transcriptional_dual_regulator_H-NS;_K03746_DNA-binding_protein_H-NS
eco:b0107 hofB conserved_protein_with_nucleoside_triphosphate_hydrolase_domain;_K02504_protein_transport_protein_HofB
eco:b0106 hofC assembly_protein_in_type_IV_pilin_biogenesis,_transmembrane_protein;_K02505_protein_transport_protein_HofC
eco:b3395 hofM protein_required_for_the_utilization_of_DNA_as_a_carbon_source,_pilus_assembly_protein_homolog;_K12288_pilus_assembly_protein_HofM
eco:b3394 hofN protein_required_for_the_utilization_of_DNA_as_a_carbon_source;_fimbrial_assembly_protein_homolog;_K12289_pilus_assembly_protein_HofN
eco:b3393 hofO protein_required_for_the_utilization_of_DNA_as_a_carbon_source;_K12290_pilus_assembly_protein_HofO
eco:b3392 hofP protein_required_for_the_utilization_of_DNA_as_a_carbon_source;_K12291_pilus_assembly_protein_HofP
eco:b3391 hofQ protein_required_for_the_utilization_of_DNA_as_a_carbon_source;_fimbrial_transporter_homolog;_K02507_protein_transport_protein_HofQ
eco:b4455 hokA toxic_polypeptide,_small
eco:b4428 hokB toxic_polypeptide,_small
eco:b1562 hokD Qin_prophage;_small_toxic_polypeptide
eco:b0640 holA DNA_polymerase_III,_delta_subunit_(EC:2.7.7.7);_K02340_DNA_polymerase_III_subunit_delta_[EC:2.7.7.7]
eco:b1099 holB DNA_polymerase_III,_delta_prime_subunit_(EC:2.7.7.7);_K02341_DNA_polymerase_III_subunit_delta'_[EC:2.7.7.7]
eco:b4259 holC DNA_polymerase_III,_chi_subunit_(EC:2.7.7.7);_K02339_DNA_polymerase_III_subunit_chi_[EC:2.7.7.7]
eco:b4372 holD DNA_polymerase_III,_psi_subunit_(EC:2.7.7.7);_K02344_DNA_polymerase_III_subunit_psi_[EC:2.7.7.7]
eco:b1842 holE DNA_polymerase_III,_theta_subunit_(EC:2.7.7.7);_K02345_DNA_polymerase_III_subunit_theta_[EC:2.7.7.7]
eco:b0125 hpt hypoxanthine_phosphoribosyltransferase_(EC:2.4.2.8);_K00760_hypoxanthine_phosphoribosyltransferase_[EC:2.4.2.8]
eco:b1413 hrpA predicted_ATP-dependent_helicase;_K03578_ATP-dependent_helicase_HrpA_[EC:3.6.4.13]
eco:b0148 hrpB predicted_ATP-dependent_helicase;_K03579_ATP-dependent_helicase_HrpB_[EC:3.6.4.13]
eco:b2526 hscA DnaK-like_molecular_chaperone_specific_for_IscU;_K04044_molecular_chaperone_HscA
eco:b2526 hscA DnaK-like_molecular_chaperone_specific_for_IscU;_K04044_molecular_chaperone_HscA
eco:b2527 hscB DnaJ-like_molecular_chaperone_specific_for_IscU;_K04082_molecular_chaperone_HscB
eco:b0650 hscC Hsp70_family_chaperone_Hsc62,_binds_to_RpoD_and_inhibits_transcription;_K04045_molecular_chaperone_HscC
eco:b4348 hsdS specificity_determinant_for_hsdM_and_hsdR;_K01154_type_I_restriction_enzyme,_S_subunit_[EC:3.1.21.3]
eco:b4348 hsdS specificity_determinant_for_hsdM_and_hsdR;_K01154_type_I_restriction_enzyme,_S_subunit_[EC:3.1.21.3]
eco:b4348 hsdS specificity_determinant_for_hsdM_and_hsdR;_K01154_type_I_restriction_enzyme,_S_subunit_[EC:3.1.21.3]
eco:b1379 hslJ heat-inducible_lipoprotein_involved_in_novobiocin_resistance;_K03668_heat_shock_protein_HslJ
eco:b3401 hslO heat_shock_protein_Hsp33;_K04083_molecular_chaperone_Hsp33
eco:b3400 hslR ribosome-associated_heat_shock_protein_Hsp15;_K04762_ribosome-associated_heat_shock_protein_Hsp15
eco:b3931 hslU molecular_chaperone_and_ATPase_component_of_HslUV_protease;_K03667_ATP-dependent_HslUV_protease_ATP-binding_subunit_HslU
eco:b3932 hslV peptidase_component_of_the_HslUV_protease_(EC:3.4.25.-);_K01419_ATP-dependent_HslUV_protease,_peptidase_subunit_HslV_[EC:3.4.25.2]
eco:b0966 hspQ heat_shock_protein_involved_in_degradation_of_mutant_DnaA;_hemimethylated_oriC_DNA-binding_protein;_K11940_heat_shock_protein_HspQ
eco:b0966 hspQ heat_shock_protein_involved_in_degradation_of_mutant_DnaA;_hemimethylated_oriC_DNA-binding_protein;_K11940_heat_shock_protein_HspQ
eco:b0966 hspQ heat_shock_protein_involved_in_degradation_of_mutant_DnaA;_hemimethylated_oriC_DNA-binding_protein;_K11940_heat_shock_protein_HspQ
eco:b3754 hsrA predicted_multidrug_or_homocysteine_efflux_system
eco:b0473 htpG protein_refolding_molecular_co-chaperone_Hsp90,_Hsp70-dependent;_heat-shock_protein;_ATPase;_K04079_molecular_chaperone_HtpG
eco:b0139 htrE predicted_outer_membrane_usher_protein;_K07347_outer_membrane_usher_protein
eco:b4000 hupA HU,_DNA-binding_transcriptional_regulator,_alpha_subunit;_K05787_DNA-binding_protein_HU-alpha
eco:b0440 hupB HU,_DNA-binding_transcriptional_regulator,_beta_subunit;_K03530_DNA-binding_protein_HU-beta
eco:b0972 hyaA hydrogenase_1,_small_subunit_(EC:1.12.99.6);_K06282_hydrogenase_small_subunit_[EC:1.12.99.6]
eco:b0973 hyaB hydrogenase_1,_large_subunit_(EC:1.12.99.6);_K06281_hydrogenase_large_subunit_[EC:1.12.99.6]
eco:b0974 hyaC hydrogenase_1,_b-type_cytochrome_subunit;_K03620_Ni/Fe-hydrogenase_1_B-type_cytochrome_subunit
eco:b0975 hyaD hydrogenase_1_maturation_protease;_K03605_hydrogenase_maturation_protease_[EC:3.4.23.-]
eco:b0976 hyaE probable_HyaA_chaperone;_K03619_hydrogenase-1_operon_protein_HyaE
eco:b0977 hyaF protein_involved_in_nickel_incorporation_into_hydrogenase-1_proteins;_K03618_hydrogenase-1_operon_protein_HyaF
eco:b2996 hybA hydrogenase_2_4Fe-4S_ferredoxin-type_component
eco:b2995 hybB predicted_hydrogenase_2_cytochrome_b_type_component
eco:b2994 hybC hydrogenase_2,_large_subunit_(EC:1.12.99.6);_K06281_hydrogenase_large_subunit_[EC:1.12.99.6]
eco:b2993 hybD maturation_protease_for_hydrogenase_2;_K03605_hydrogenase_maturation_protease_[EC:3.4.23.-]
eco:b2992 hybE hydrogenase_2-specific_chaperone
eco:b2990 hybG hydrogenase_2_accessory_protein;_K04653_hydrogenase_expression/formation_protein_HypC
eco:b2997 hybO hydrogenase_2,_small_subunit_(EC:1.12.99.6);_K06282_hydrogenase_small_subunit_[EC:1.12.99.6]
eco:b2725 hycA regulator_of_the_transcriptional_regulator_FhlA;_K15833_formate_hydrogenlyase_regulatory_protein_HycA
eco:b2725 hycA regulator_of_the_transcriptional_regulator_FhlA;_K15833_formate_hydrogenlyase_regulatory_protein_HycA
eco:b2724 hycB hydrogenase_3,_Fe-S_subunit_(EC:1.12.7.2);_K15827_formate_hydrogenlyase_subunit_2
eco:b2723 hycC hydrogenase_3,_membrane_subunit;_K15828_formate_hydrogenlyase_subunit_3
eco:b2722 hycD hydrogenase_3,_membrane_subunit;_K15829_formate_hydrogenlyase_subunit_4
eco:b2720 hycF formate_hydrogenlyase_complex_iron-sulfur_protein_(EC:1.12.7.2);_K15831_formate_hydrogenlyase_subunit_6
eco:b2719 hycG hydrogenase_3_and_formate_hydrogenase_complex,_HycG_subunit_(EC:1.12.7.2);_K15832_formate_hydrogenlyase_subunit_7
eco:b2718 hycH protein_required_for_maturation_of_hydrogenase_3;_K15834_formate_hydrogenlyase_maturation_protein_HycH
eco:b2717 hycI protease_involved_in_processing_C-terminal_end_of_HycE_(EC:3.4.-.-);_K08315_hydrogenase_3_maturation_protease_[EC:3.4.23.51]
eco:b2717 hycI protease_involved_in_processing_C-terminal_end_of_HycE_(EC:3.4.-.-);_K08315_hydrogenase_3_maturation_protease_[EC:3.4.23.51]
eco:b2713 hydN formate_dehydrogenase-H,_[4Fe-4S]_ferredoxin_subunit;_K05796_electron_transport_protein_HydN
eco:b2481 hyfA hydrogenase_4,_4Fe-4S_subunit_(EC:1.-.-.-);_K12136_hydrogenase-4_component_A_[EC:1.-.-.-]
eco:b2482 hyfB hydrogenase_4,_membrane_subunit;_K12137_hydrogenase-4_component_B_[EC:1.-.-.-]
eco:b2483 hyfC hydrogenase_4,_membrane_subunit;_K12138_hydrogenase-4_component_C_[EC:1.-.-.-]
eco:b2484 hyfD hydrogenase_4,_membrane_subunit;_K12139_hydrogenase-4_component_D_[EC:1.-.-.-]
eco:b2485 hyfE hydrogenase_4,_membrane_subunit;_K12140_hydrogenase-4_component_E_[EC:1.-.-.-]
eco:b2486 hyfF hydrogenase_4,_membrane_subunit;_K12141_hydrogenase-4_component_F_[EC:1.-.-.-]
eco:b2487 hyfG hydrogenase_4,_subunit_(EC:1.-.-.-);_K12142_hydrogenase-4_component_G_[EC:1.-.-.-]
eco:b2488 hyfH hydrogenase_4,_Fe-S_subunit_(EC:1.-.-.-);_K12143_hydrogenase-4_component_H
eco:b2489 hyfI hydrogenase_4,_Fe-S_subunit_(EC:1.-.-.-);_K12144_hydrogenase-4_component_I_[EC:1.-.-.-]
eco:b2490 hyfJ predicted_processing_element_hydrogenase_4;_K12145_hydrogenase-4_component_J_[EC:1.-.-.-]
